Employee_ID,Department,Job_Title,"Years of Experience",Education_Level,Performance_Score,Projects_Handled,Employee_Satisfaction_Score,Certifications,Skills,Hire_Date
3282,Operations,Technician,8,Master,3,14,2.66,"Puppet Certified Professional","C#;Dart;HTML/CSS;Java;JavaScript;Node.js;SQL;TypeScript;Git;Kubernetes;Express;React.js;AWS;Google Cloud Platform;Firebase;PostgreSQL",08-06-2016
3283,Legal,Analyst,9,Bachelor,3,37,3.64,"Certified Jenkins Engineer (CJE), AWS Certified DevOps Engineer - Professional","Bash/Shell;HTML/CSS;JavaScript;Node.js;PHP;SQL;Git;Gatsby;jQuery;Laravel;Vue.js;Heroku;Oracle Cloud Infrastructure;MariaDB;MySQL;PostgreSQL;SQLite",13-05-2015
3284,Legal,Technician,6,Bachelor,1,14,2.44,"Certified Jenkins Engineer (CJE), Kubernetes Certified Administrator (CKA)",HTML/CSS;JavaScript;Node.js;TypeScript;Git;Yarn;Angular;Express,05-12-2017
3285,Engineering,Specialist,5,Bachelor,3,34,3.48,"AWS Certified DevOps Engineer - Professional, Kubernetes Certified Administrator (CKA)",C;Python;Git;PostgreSQL,25-06-2019
3286,IT,Manager,3,Master,1,25,1.86,"Kubernetes Certified Administrator (CKA), Docker Certified Associate","C#;HTML/CSS;JavaScript;SQL;Git;Unity 3D;ASP.NET;ASP.NET Core ;jQuery;React.js;Heroku;Microsoft Azure;Microsoft SQL Server;MySQL;SQLite",12-12-2020
3287,Legal,Engineer,2,Bachelor,4,34,1.58,"Splunk Core Certified User, Splunk Enterprise Certified Admin",Bash/Shell;C;C++;HTML/CSS;JavaScript;Node.js;PHP;Python;TypeScript;Git;Yarn;Express;Vue.js;DigitalOcean;MariaDB,19-10-2021
3288,Engineering,Developer,3,Bachelor,4,31,1.94,"No direct certification; recommended: Kubernetes Certified Administrator (CKA), CI/CD Pipelines Specialist","Python;R;SQL;Git;Google Cloud Platform;Microsoft Azure;Microsoft SQL Server",01-04-2021
3289,Legal,Technician,3,Bachelor,1,44,1.96,"Zabbix Certified Specialist",Java;JavaScript;PHP;SQL;TypeScript;Ansible;Docker;Git;Yarn;Angular;Spring;Symfony;MySQL,31-12-2020
3290,Operations,Consultant,4,Bachelor,3,25,3.12,"Google Apigee Certification, AWS Certified Developer - Associate",Assembly;C;C++;Delphi;Python;Git,14-09-2019
3291,Marketing,Manager,9,Bachelor,1,35,1.36,"UiPath Certified Professional, Automation Anywhere Certified Advanced RPA Professional","Kotlin;Git;Ruby on Rails;Google Cloud Platform;PostgreSQL",17-06-2015
3292,Engineering,Developer,6,Bachelor,1,15,3.6,"Microsoft Certified: Power BI Data Analyst Associate, Tableau Desktop Specialist",Python;Rust;Git;Puppet,23-09-2017
3293,IT,Manager,2,Bachelor,5,27,2.32,"AWS Certified Solutions Architect - Associate, Google Professional Cloud Architect","Bash/Shell;C;C#;C++;F#;Haskell;HTML/CSS;Java;JavaScript;Node.js;Perl;PHP;PowerShell;Python;SQL;TypeScript;Ansible;Docker;Git;Kubernetes;Unity 3D;Angular;Angular.js;ASP.NET;ASP.NET Core ;Django;Drupal;Express;jQuery;React.js;Spring;Symfony;Vue.js;AWS;DigitalOcean;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure;Oracle Cloud Infrastructure;Cassandra;Couchbase;DynamoDB;Elasticsearch;Firebase;IBM DB2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite",01-01-2022
3294,Finance,Specialist,1,Bachelor,1,35,1.94,"CompTIA Security+, Certified Information Systems Security Professional (CISSP)",C;C++;PowerShell;Docker;Git,19-07-2023
3295,Finance,Manager,2,Bachelor,5,40,4.38,"Certified Data Management Professional (CDMP), Microsoft Certified: Azure Data Engineer Associate",HTML/CSS;JavaScript;PHP;SQL;jQuery;MySQL;SQLite,26-11-2021
3296,Marketing,Consultant,5,Bachelor,3,46,4.19,"TOGAF Certified Enterprise Architect, PMI Agile Certified Practitioner (PMI-ACP)",Bash/Shell;C++;HTML/CSS;Python;SQL;VBA;Oracle,01-01-2019
3297,Operations,Manager,7,Bachelor,2,16,1.49,"Magento Certified Developer, Shopify Partner Academy Certification","C#;Java;Python;SQL;Microsoft SQL Server;SQLite",16-07-2017
3298,IT,Analyst,5,PhD,1,37,4.28,"Arm Certified Embedded Systems Engineer, Certified LabVIEW Developer","C#;HTML/CSS;JavaScript;PowerShell;SQL;Angular.js;ASP.NET;jQuery;Vue.js;Microsoft Azure;Microsoft SQL Server;MySQL",08-01-2019
3299,Engineering,Engineer,8,Bachelor,1,23,1.42,"SAP Certified Application Associate, Oracle ERP Cloud Certification",C#;Objective-C;Swift;Git;AWS,30-04-2016
3300,Operations,Specialist,6,Bachelor,5,11,4.01,"Esri GIS Certification, GISP (Certified GIS Professional)","C;C++;Git;Unity 3D;Unreal Engine;ASP.NET;Microsoft Azure;Microsoft SQL Server",05-05-2018
3301,"Customer Support",Specialist,9,Bachelor,5,47,4.96,"CompTIA A+, Microsoft 365 Certified: Modern Desktop Administrator Associate","HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Git;Yarn;Express;jQuery;Laravel;React.js;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Heroku;Microsoft Azure;Cassandra;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;Redis",15-12-2014
3302,Marketing,Analyst,9,Bachelor,5,2,2.63,"Certified Identity and Access Manager (CIAM), Okta Certified Professional",Python;SQL;PostgreSQL,14-05-2015
3303,Engineering,Analyst,0,Bachelor,4,46,3.19,"AWS Certified Solutions Architect - Professional, Google Professional Cloud Architect",HTML/CSS;Java;JavaScript;Git;Spring;MySQL;PostgreSQL,05-01-2024
3304,Engineering,Consultant,2,Bachelor,5,24,1.25,"Microsoft Certified: Azure IoT Developer Specialty, AWS Certified IoT Specialty",C#;Go;HTML/CSS;JavaScript;PHP;Python;Rust;SQL;Docker;Git;Kubernetes;Yarn;Angular;jQuery;React.js;Symfony;Elasticsearch;MariaDB;MongoDB;MySQL,28-03-2022
3305,Sales,Technician,8,Bachelor,1,46,2.04,"Certified Information Systems Auditor (CISA)","Assembly;Bash/Shell;C;C++;Dart;Groovy;HTML/CSS;Java;JavaScript;LISP;Node.js;Python;Ruby;SQL;TypeScript;Docker;Git;Yarn;Express;Gatsby;jQuery;React.js;Ruby on Rails;AWS;Elasticsearch;Firebase;MongoDB;PostgreSQL;Redis",16-02-2016
3306,Marketing,Specialist,0,Bachelor,4,5,3.3,"Oracle Certified Master (OCM) - Java EE Enterprise Architect","HTML/CSS;Java;JavaScript;Node.js;Python;SQL;Git;IBM DB2;MariaDB;Microsoft SQL Server;MySQL;Oracle;SQLite",01-01-2024
3307,Engineering,Engineer,6,Master,4,41,3.01,"Red Hat Certified System Administrator (RHCSA), Linux Professional Institute Certification (LPIC-1)","Assembly;Bash/Shell;C#;C++;Java;Node.js;Objective-C;SQL;VBA;Docker;Git;Kubernetes;Spring;AWS;Google Cloud Platform;Microsoft Azure;DynamoDB;Elasticsearch;MariaDB;MongoDB;Oracle",03-06-2018
3308,Legal,Analyst,7,Bachelor,4,43,3.76,"IBM Certified System Administrator - z/OS, IBM Mainframe Application Developer Certification","C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server",22-11-2016
3309,Engineering,Specialist,5,Bachelor,3,15,2.49,"Microsoft Certified: Dynamics 365 Developer Associate","HTML/CSS;JavaScript;PHP;SQL;VBA;Microsoft Azure",21-06-2019
3310,Sales,Engineer,7,Bachelor,1,23,1.55,"Certified Mobile Device Security Professional (CMDSP), GIAC Mobile Device Security Analyst (GMOB)","Bash/Shell;C#;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;TypeScript;Docker;Git;Yarn;Express;Gatsby;Laravel;React.js;Vue.js;Google Cloud Platform;Heroku;Firebase;MariaDB;MongoDB;MySQL;PostgreSQL;SQLite",05-10-2016
3311,Finance,Consultant,2,Master,5,36,1.82,"TensorFlow Developer Certificate, DeepLearning.AI NLP Specialization","SQL;VBA;IBM DB2",27-06-2022
3312,Engineering,Analyst,1,Master,2,9,2.27,"Cisco Certified Internetwork Expert (CCIE), AWS Certified Advanced Networking - Specialty","Bash/Shell;C;C#;Dart;Go;HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript;Git;Yarn;ASP.NET Core ;Django;Express;React.js;Vue.js;AWS;DigitalOcean;Google Cloud Platform;Couchbase;Firebase;MongoDB;MySQL;SQLite",31-03-2023
3313,IT,Developer,8,Bachelor,4,35,2.27,"Offensive Security Certified Professional (OSCP), GIAC Penetration Tester (GPEN)","Go;HTML/CSS;Java;JavaScript;Node.js;SQL;Docker;Git;Vue.js;Microsoft Azure;Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis",19-05-2016
3314,Operations,Manager,2,Bachelor,5,21,2.16,"ISTQB Advanced Level Test Manager, Certified Quality Engineer (CQE)",Dart;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;Swift;Git;jQuery;Laravel;Symfony;Vue.js;MySQL,26-11-2021
3315,Marketing,Consultant,9,Bachelor,2,22,1.74,"ITIL 4 Foundation, Certified Agile Project Manager","C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL;TypeScript;Docker;Git;Angular;Express;jQuery;Laravel;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL",15-01-2015
3316,Legal,Developer,8,Bachelor,3,41,4.22,"SAP Certified Application Associate, SAP Certified Development Specialist",Bash/Shell;C;Java;JavaScript;Node.js;Ansible;Docker;Git;Kubernetes;Yarn;Express;React.js;Spring;AWS;DynamoDB;Elasticsearch;MongoDB;Oracle;PostgreSQL;Redis,30-08-2016
3317,Sales,Technician,5,Bachelor,3,10,1.74," Nielsen Norman Group UX Certification, Google UX Design Professional Certificate",Java;Python;TypeScript;Git;Angular;Django;Spring;MySQL;SQLite,07-09-2018
3318,IT,Analyst,1,Bachelor,1,8,4.77,"Microsoft Certified: Azure Developer Associate, Google Mobile Web Specialist","C#;HTML/CSS;JavaScript;Node.js;PHP;PowerShell;SQL;TypeScript;Git;ASP.NET;ASP.NET Core ;jQuery;Vue.js;AWS;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL",05-04-2023
3319,"Customer Support",Engineer,7,Bachelor,4,17,1.67,"AWS Certified Developer - Associate, Oracle Certified Java Developer",Bash/Shell;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;Git;jQuery;Spring;MySQL;Oracle;PostgreSQL;SQLite,25-12-2016
3320,IT,Engineer,0,Bachelor,5,47,1.18," Adobe Certified Expert (ACE), Google Mobile Web Specialist","C#;HTML/CSS;JavaScript;SQL;Git;ASP.NET;jQuery;Vue.js;Microsoft SQL Server",14-08-2024
3321,Engineering,Analyst,0,Bachelor,5,39,4.28," Microsoft Certified: Azure Solutions Architect, Google Professional Cloud Developer",JavaScript;Node.js;PHP;Ansible;Docker;Git;Puppet;Express;jQuery;Laravel;Symfony;Vue.js;AWS;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Redis;SQLite,02-03-2024
3322,Marketing,Specialist,1,Bachelor,1,41,4.64,"Certified Scrum Product Owner (CSPO), Agile Certified Practitioner (PMI-ACP)","Bash/Shell;HTML/CSS;JavaScript;Node.js;Python;TypeScript;Docker;Git;Django;Express;React.js;DigitalOcean;Google Cloud Platform;Microsoft Azure;PostgreSQL;Redis;SQLite",31-10-2022
3323,Sales,Engineer,3,Master,5,3,1.88,"PMP (Project Management Professional), Certified ScrumMaster (CSM)","C;C#;C++;Go;JavaScript;PowerShell;Python;TypeScript;Docker;Git;Kubernetes;Xamarin;ASP.NET;ASP.NET Core ;Microsoft Azure;Cassandra;Firebase;Microsoft SQL Server;PostgreSQL;Redis;SQLite",28-11-2020
3324,IT,Developer,0,PhD,2,15,4.4,"HubSpot Content Marketing Certification, Google Analytics Individual Qualification (GAIQ)","Bash/Shell;C;C++;Matlab;Python;Microsoft Azure",15-09-2023
3325,Operations,Specialist,4,Bachelor,1,49,4.4,"Adobe Certified Expert (ACE), Unity Certified 3D Artist",JavaScript;PHP;Python;SQL;Git;Django;jQuery;AWS;MySQL;PostgreSQL;SQLite,07-03-2020
3326,Finance,Consultant,4,Bachelor,1,20,4.79,"Google Analytics Individual Qualification (GAIQ), Adobe Analytics Business Practitioner","C#;HTML/CSS;JavaScript;Rust;SQL;TypeScript;Git;Angular;ASP.NET;DigitalOcean;Microsoft SQL Server;MongoDB;PostgreSQL;SQLite",17-03-2020
3327,Finance,Analyst,7,Bachelor,2,39,3.2,"Google SEO Fundamentals, HubSpot Content Marketing Certification",Swift;Git;AWS,19-03-2017
3328,"Customer Support",Manager,3,Bachelor,4,12,4.44,"Google Analytics Individual Qualification (GAIQ), SEMrush SEO Toolkit Course",C++;Python;Git,06-04-2021
3329,Engineering,Developer,4,Bachelor,3,40,3.68,"Cisco Certified Internetwork Expert (CCIE), AWS Certified Advanced Networking - Specialty",Dart;Java;Kotlin;Python;Swift;TypeScript;Git;Angular;FastAPI;AWS;PostgreSQL,10-11-2019
3330,Sales,Analyst,1,Bachelor,2,45,1.73,"Google Mobile Web Specialist, Microsoft Certified: Power Platform Developer Associate","HTML/CSS;Java;JavaScript;Node.js;Python;SQL;TypeScript;Git;Angular;Angular.js;Spring;MariaDB;Microsoft SQL Server",30-09-2022
3331,HR,Manager,2,Bachelor,2,42,4.04,"Google Associate Android Developer, Apple Certified iOS Developer","C++;Git;Unreal Engine",20-05-2022
3332,"Customer Support",Developer,9,Bachelor,1,16,1.67,"PCEP (Certified Entry-Level Python Programmer), PCAP (Certified Associate in Python Programming)",JavaScript;Node.js;SQL;Docker;Git;Express;PostgreSQL,04-11-2014
3333,Sales,Technician,0,Bachelor,5,26,1.99,"Microsoft Certified: Power BI Data Analyst Associate","C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Docker;Git;Yarn;ASP.NET Core ;Express;Vue.js;Microsoft Azure;Microsoft SQL Server;PostgreSQL;Redis;SQLite",17-08-2024
3334,Engineering,Analyst,8,Bachelor,4,7,2.18,"Microsoft Certified: Data Analyst Associate",C#;JavaScript;Git;Flask;jQuery,10-11-2015
3335,Finance,Manager,0,PhD,2,23,4.95,"AWS Certified Solutions Architect, Google Professional Cloud Architect",Bash/Shell;Groovy;HTML/CSS;Java;JavaScript;Python;SQL;Docker;Git;Angular.js;Spring;AWS;MySQL,12-10-2023
3336,HR,Technician,7,PhD,1,8,1.89,"CompTIA Security+, Certified Information Systems Security Professional (CISSP)","C;C++;Go;HTML/CSS;JavaScript;Node.js;PHP;Python;SQL;Git;Django;Express;Flask;jQuery;Laravel;React.js;Google Cloud Platform;Heroku;MongoDB;MySQL",21-01-2017
3337,Marketing,Manager,7,PhD,5,4,4.25,"Microsoft Certified: Azure Data Scientist Associate, Google Data Analytics Professional Certificate","Bash/Shell;C#;Delphi;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;VBA;Ansible;Docker;Git;Kubernetes;Xamarin;Yarn;Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;jQuery;AWS;Google Cloud Platform;Microsoft Azure;Elasticsearch;Microsoft SQL Server;Redis;SQLite",26-03-2017
3338,Sales,Technician,7,Bachelor,5,3,2.41,"TensorFlow Developer Certificate, AWS Certified Machine Learning - Specialty","Bash/Shell;C;C#;C++;HTML/CSS;Java;JavaScript;Node.js;PowerShell;Python;SQL;Docker;Git;ASP.NET;ASP.NET Core ;Express;Spring;AWS;DynamoDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite",04-07-2017
3339,Engineering,Engineer,9,Bachelor,1,5,2.64,"Oracle Database SQL Certified Associate, Microsoft Certified: Azure Database Administrator Associate","R;SQL;VBA;Microsoft SQL Server;Oracle",29-12-2014
3340,Sales,Manager,1,Bachelor,3,2,1.84,"AWS Certified Solutions Architect - Professional, TOGAF Certified Enterprise Architect","C#;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;VBA;Docker;Git;Kubernetes;Express;React.js;Spring;Microsoft Azure;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL",15-05-2023
3341,HR,Engineer,4,PhD,5,4,4.2,"Certified Ethical Hacker (CEH), GIAC Security Essentials Certification (GSEC)",C#;HTML/CSS;Java;JavaScript;PHP;Git;jQuery;MariaDB;MySQL;SQLite,23-11-2019
3342,Marketing,Consultant,9,Bachelor,2,28,3.02,"Certified Information Systems Security Professional (CISSP), CompTIA Security+","C#;SQL;Microsoft SQL Server;MySQL",15-05-2015
3343,Engineering,Analyst,9,Bachelor,5,32,5," GIAC Certified Forensic Analyst (GCFA), Certified Computer Examiner (CCE)",HTML/CSS;JavaScript;PHP;SQL;TypeScript;Git;Angular;Vue.js;MariaDB;MySQL,18-04-2015
3344,"Customer Support",Manager,8,Master,4,28,2.13,"Certified Information Security Manager (CISM), GIAC Security Leadership Certification (GSLC)","Assembly;C;C#;C++;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript;VBA;Docker;Git;ASP.NET;ASP.NET Core ;Microsoft Azure;Microsoft SQL Server;MongoDB;SQLite",01-01-2016
3345,Sales,Analyst,3,Bachelor,3,12,3.66,"Certified Information Security Manager (CISM), Certified Information Systems Auditor (CISA)","HTML/CSS;JavaScript;PHP;Ruby;Git;Yarn;Laravel;Ruby on Rails;AWS;Google Cloud Platform;Heroku;MySQL;PostgreSQL;Redis",09-12-2020
3346,Legal,Technician,7,Bachelor,5,25,2.94,"Offensive Security Certified Professional (OSCP), Certified Ethical Hacker (CEH)",C++;Java;Julia;Matlab;Python;MySQL;Oracle,21-12-2016
3347,Operations,Consultant,9,Bachelor,4,49,2.98,"Certified Information Systems Security Professional (CISSP), Certified Information Security Manager (CISM)",C#;HTML/CSS;Python;TypeScript;VBA;Git;jQuery,09-08-2015
3348,HR,Engineer,2,Bachelor,1,17,4.81,"Certified Chief Information Security Officer (CCISO), CISSP-ISSMP (Information Systems Security Management Professional)","Bash/Shell;C#;HTML/CSS;JavaScript;SQL;Docker;Git;ASP.NET Core ;jQuery;AWS;Microsoft Azure;MariaDB;Microsoft SQL Server;MySQL",24-12-2021
3349,Marketing,Consultant,3,Bachelor,1,14,1.74,"CompTIA Security+, Microsoft Certified: Security Operations Analyst Associate","C#;C++;JavaScript;PHP;Git;Unity 3D;Unreal Engine;ASP.NET Core ;Microsoft Azure;Redis",13-06-2021
3350,Marketing,Specialist,4,Bachelor,1,19,1.7,"GIAC Security Essentials Certification (GSEC), Certified Cloud Security Professional (CCSP)","Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;Git;Kubernetes;Unity 3D;ASP.NET;ASP.NET Core ;jQuery;Microsoft Azure;Microsoft SQL Server;Redis;SQLite",03-06-2020
3351,IT,Technician,2,Bachelor,4,41,2.99,"Certified Information Security Manager (CISM), Certified Chief Information Security Officer (CCISO)",HTML/CSS;JavaScript;PHP;Git;jQuery;Laravel;Vue.js;DigitalOcean;Elasticsearch;MySQL;Redis;SQLite,14-02-2022
3352,Engineering,Specialist,5,Master,1,20,1.42,"Cisco Certified CyberOps Associate, Palo Alto Networks Certified Network Security Engineer","Bash/Shell;HTML/CSS;JavaScript;Node.js;TypeScript;Git;Unity 3D;Yarn;Angular",08-05-2019
3353,"Customer Support",Analyst,4,Bachelor,1,16,2.39,"AWS Certified Machine Learning - Specialty, Certified AI Security Specialist (CAISS)",HTML/CSS;JavaScript;PHP;Git;jQuery;Laravel;Vue.js;DigitalOcean;MariaDB;Redis,09-04-2020
3354,Engineering,Specialist,0,Bachelor,3,34,1.34,"Cisco Certified Network Associate (CCNA), CompTIA Network+",C;C#;C++;HTML/CSS;JavaScript;Node.js;PHP;TypeScript;Docker;Express;jQuery;Laravel;Vue.js;AWS;Firebase;MySQL,01-08-2024
3355,"Customer Support",Technician,7,Master,2,9,1.22,"Cisco Certified Network Professional (CCNP), Juniper Networks Certified Associate (JNCIA)",C;C++;HTML/CSS;JavaScript;Node.js;TypeScript;Git;Yarn;Angular;Express;jQuery;React.js;MongoDB;MySQL;PostgreSQL,07-05-2017
3356,Engineering,Developer,2,Bachelor,2,35,3.74,"Cisco Certified Internetwork Expert (CCIE), AWS Certified Advanced Networking - Specialty","Dart;HTML/CSS;PHP;Python;SQL;Docker;Git;Django;Google Cloud Platform;Microsoft Azure;MongoDB;MySQL;PostgreSQL;SQLite",18-02-2022
3357,Operations,Technician,8,Bachelor,2,39,2.55,"Cisco Certified Design Associate (CCDA), Palo Alto Networks Certified Network Security Administrator",HTML/CSS;JavaScript;TypeScript;Git;Yarn;Angular;Flask;PostgreSQL,16-08-2016
3358,Sales,Analyst,7,Bachelor,2,27,3.14,"CompTIA A+, Microsoft Certified: Modern Desktop Administrator Associate","Bash/Shell;C;HTML/CSS;JavaScript;Python;Ruby;SQL;Docker;Git;Kubernetes;Yarn;Django;Flask;Ruby on Rails;Vue.js;Google Cloud Platform;MariaDB;MySQL;PostgreSQL;Redis;SQLite",28-01-2017
3359,Operations,Engineer,7,Bachelor,4,31,4.4,"ITIL 4 Foundation, CompTIA IT Fundamentals",C#;Git,08-09-2016
3360,IT,Manager,9,Bachelor,2,0,4.39,"ITIL 4 Foundation, CompTIA IT Fundamentals","Bash/Shell;C#;Dart;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Rust;Swift;Docker;Git;Unity 3D;jQuery;React.js;Vue.js;AWS;Microsoft Azure;MongoDB",29-09-2014
3361,Legal,Engineer,5,Bachelor,4,32,1.15,"Microsoft Certified: Azure Database Administrator Associate, Oracle PL/SQL Developer Certified Associate",HTML/CSS;Java;JavaScript;Node.js;TypeScript;Docker;Git;Angular;Angular.js;jQuery,28-10-2018
3362,Finance,Manager,1,Bachelor,2,23,3.85,"IBM Certified Database Administrator, Oracle Database SQL Certified Associate",C++;JavaScript;Node.js;PHP;Express;Laravel;Vue.js;MySQL,11-02-2023
3363,Marketing,Consultant,9,Bachelor,2,29,4.07,"Snowflake SnowPro Core Certification, AWS Certified Data Analytics - Specialty",Bash/Shell;Go;JavaScript;Node.js;Rust;Docker;Git;Kubernetes;Express;AWS;MongoDB,26-12-2014
3364,HR,Manager,5,Bachelor,3,8,1.87," Cloudera Certified Data Analyst, Microsoft Certified: Azure Data Engineer Associate",LISP;R;Docker;Git;MySQL,07-01-2019
3365,Legal,Engineer,6,Bachelor,5,12,2.28,"Certified Intelligence Analyst (CIA), GIAC Intelligence Analyst (GCTI)","C#;HTML/CSS;JavaScript;Node.js;PowerShell;SQL;TypeScript;ASP.NET;ASP.NET Core ;jQuery;React.js;Microsoft Azure;Microsoft SQL Server",15-10-2017
3366,IT,Consultant,4,Bachelor,3,4,3.5,"AWS Certified Solutions Architect - Professional, Google Professional Cloud Architect","C#;F#;HTML/CSS;JavaScript;PowerShell;SQL;Git;Angular;ASP.NET;jQuery;Spring;IBM DB2;Microsoft SQL Server;Oracle;SQLite",31-07-2020
3367,HR,Consultant,6,Master,2,38,5,"AWS Certified Developer - Associate, Microsoft Certified: Azure Developer Associate",C;C++;Git,14-07-2018
3368,Sales,Specialist,4,Bachelor,2,43,3.3," Google Professional Cloud Developer, AWS Certified DevOps Engineer - Professional",C++,07-05-2020
